status,business_unit,period_start,canonical_metric,value_numeric,reason,source_metrics
skipped,franchise,2022-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-03-01,Fixed costs,,no_descendant_values,
inserted,franchise,2023-04-01,Fixed costs,12000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2023-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-07-01,Fixed costs,,no_descendant_values,
inserted,franchise,2023-08-01,Fixed costs,6000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2023-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-12-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-01-01,Fixed costs,15000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-02-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-03-01,Fixed costs,20000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-08-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-09-01,Fixed costs,24000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-10-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-11-01,Fixed costs,12000,backfilled_from_descendants,Costs - Salary fixed
inserted,franchise,2024-12-01,Fixed costs,176750,backfilled_from_descendants,Costs - Salary fixed; Other expenses
skipped,franchise,2025-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-05-01,Fixed costs,,no_descendant_values,
inserted,franchise,2025-06-01,Fixed costs,6000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2025-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-12-01,Fixed costs,,no_descendant_values,
skipped,general,2020-01-01,Fixed costs,,no_descendant_values,
skipped,general,2020-02-01,Fixed costs,,no_descendant_values,
skipped,general,2020-03-01,Fixed costs,,no_descendant_values,
skipped,general,2020-04-01,Fixed costs,,no_descendant_values,
skipped,general,2020-05-01,Fixed costs,,no_descendant_values,
skipped,general,2020-06-01,Fixed costs,,no_descendant_values,
skipped,general,2020-07-01,Fixed costs,,no_descendant_values,
skipped,general,2020-08-01,Fixed costs,,no_descendant_values,
skipped,general,2020-09-01,Fixed costs,,no_descendant_values,
skipped,general,2020-10-01,Fixed costs,,no_descendant_values,
skipped,general,2020-11-01,Fixed costs,,no_descendant_values,
skipped,general,2020-12-01,Fixed costs,,no_descendant_values,
skipped,general,2021-01-01,Fixed costs,,no_descendant_values,
skipped,general,2021-02-01,Fixed costs,,no_descendant_values,
skipped,general,2021-03-01,Fixed costs,,no_descendant_values,
skipped,general,2021-04-01,Fixed costs,,no_descendant_values,
skipped,general,2021-05-01,Fixed costs,,no_descendant_values,
skipped,general,2021-06-01,Fixed costs,,no_descendant_values,
skipped,general,2021-07-01,Fixed costs,,no_descendant_values,
skipped,general,2021-08-01,Fixed costs,,no_descendant_values,
skipped,general,2021-09-01,Fixed costs,,no_descendant_values,
skipped,general,2021-10-01,Fixed costs,,no_descendant_values,
skipped,general,2021-11-01,Fixed costs,,no_descendant_values,
skipped,general,2021-12-01,Fixed costs,,no_descendant_values,
skipped,general,2022-01-01,Fixed costs,,no_descendant_values,
skipped,general,2022-02-01,Fixed costs,,no_descendant_values,
skipped,general,2022-03-01,Fixed costs,,no_descendant_values,
skipped,general,2022-04-01,Fixed costs,,no_descendant_values,
skipped,general,2022-05-01,Fixed costs,,no_descendant_values,
skipped,general,2022-06-01,Fixed costs,,no_descendant_values,
skipped,general,2022-07-01,Fixed costs,,no_descendant_values,
skipped,general,2022-08-01,Fixed costs,,no_descendant_values,
skipped,general,2022-09-01,Fixed costs,,no_descendant_values,
skipped,general,2022-10-01,Fixed costs,,no_descendant_values,
skipped,general,2022-11-01,Fixed costs,,no_descendant_values,
skipped,general,2022-12-01,Fixed costs,,no_descendant_values,
skipped,general,2023-01-01,Fixed costs,,no_descendant_values,
skipped,general,2023-02-01,Fixed costs,,no_descendant_values,
skipped,general,2023-03-01,Fixed costs,,no_descendant_values,
skipped,general,2023-04-01,Fixed costs,,no_descendant_values,
skipped,general,2023-05-01,Fixed costs,,no_descendant_values,
skipped,general,2023-06-01,Fixed costs,,no_descendant_values,
skipped,general,2023-07-01,Fixed costs,,no_descendant_values,
skipped,general,2023-08-01,Fixed costs,,no_descendant_values,
skipped,general,2023-09-01,Fixed costs,,no_descendant_values,
skipped,general,2023-10-01,Fixed costs,,no_descendant_values,
skipped,general,2023-11-01,Fixed costs,,no_descendant_values,
skipped,general,2023-12-01,Fixed costs,,no_descendant_values,
skipped,general,2024-01-01,Fixed costs,,no_descendant_values,
skipped,general,2024-02-01,Fixed costs,,no_descendant_values,
skipped,general,2024-03-01,Fixed costs,,no_descendant_values,
skipped,general,2024-04-01,Fixed costs,,no_descendant_values,
skipped,general,2024-05-01,Fixed costs,,no_descendant_values,
skipped,general,2024-06-01,Fixed costs,,no_descendant_values,
skipped,general,2024-07-01,Fixed costs,,no_descendant_values,
skipped,general,2024-08-01,Fixed costs,,no_descendant_values,
skipped,general,2024-09-01,Fixed costs,,no_descendant_values,
skipped,general,2024-10-01,Fixed costs,,no_descendant_values,
skipped,general,2024-11-01,Fixed costs,,no_descendant_values,
skipped,general,2024-12-01,Fixed costs,,no_descendant_values,
skipped,general,2025-01-01,Fixed costs,,no_descendant_values,
skipped,general,2025-02-01,Fixed costs,,no_descendant_values,
skipped,general,2025-03-01,Fixed costs,,no_descendant_values,
skipped,general,2025-04-01,Fixed costs,,no_descendant_values,
skipped,general,2025-05-01,Fixed costs,,no_descendant_values,
skipped,general,2025-06-01,Fixed costs,,no_descendant_values,
inserted,general,2025-07-01,Fixed costs,810000,backfilled_from_descendants,Other expenses
skipped,general,2025-08-01,Fixed costs,,no_descendant_values,
skipped,general,2025-09-01,Fixed costs,,no_descendant_values,
skipped,general,2025-10-01,Fixed costs,,no_descendant_values,
skipped,general,2025-11-01,Fixed costs,,no_descendant_values,
skipped,general,2025-12-01,Fixed costs,,no_descendant_values,
