sheet_unit,row_number,col_a,col_b,value,reviewed_target_metric_or_metrics,effective_ingestion_action,effective_target_metric_or_metrics,latest_import_status,latest_import_reason,final_status,final_reason,source_cell_a1,source_cell_url
b2c_moscow,130,Откуда пришли,Instagram (СОЦ СЕТИ),"8,0 %",UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,KZ130,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ130
b2c_moscow,146,ПРОТОКОЛ-БОТ,Процент заполненных протоколов ПОСЛЕ спектакля,94 %,UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,KZ146,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ146
b2c_moscow,148,ПРОТОКОЛ-БОТ,Всего заполненных ОГ,19,UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,KZ148,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ148
b2c_moscow,149,ПРОТОКОЛ-БОТ,Процент от общего количества ОГ,100 %,UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,KZ149,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ149
b2c_moscow,162,Процент ОГ с убийствами,Процент ОГ с убийствами,42 %,Share of OG with murders,map_to_metric,Share of OG with murders,inserted,,перенесено,,KZ162,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ162
b2c_moscow,174,Процент ОГ с убийствами больше 1,Процент ОГ с убийствами больше 1,11 %,Share of OG with more than one murder,map_to_metric,Share of OG with more than one murder,inserted,,перенесено,,KZ174,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ174
b2c_moscow,175,Процент ОГ с 1 убийством,Процент ОГ с 1 убийством,32 %,Share of OG with one murder,map_to_metric,Share of OG with one murder,inserted,,перенесено,,KZ175,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ175
b2c_moscow,176,Количество погибших всего на ОГ,Количество погибших всего на ОГ,14,Number of deaths on OG,map_to_metric,Number of deaths on OG,inserted,,перенесено,,KZ176,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ176
b2c_moscow,188,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог","Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",13 %,Share killed of total viewers passed through master on OG,map_to_metric,Share killed of total viewers passed through master on OG,inserted,,перенесено,,KZ188,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ188
b2c_moscow,229,"Процент ОГ, где зрители вышли за фельдшером/ выжили","Процент ОГ, где зрители вышли за фельдшером/ выжили",95 %,Share of OG where viewers went for paramedic and survived,map_to_metric,Share of OG where viewers went for paramedic and survived,inserted,,перенесено,,KZ229,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ229
b2c_moscow,230,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили","Процент ОГ, где зрители не вышли за фельдшером/ не выжили",5 %,Share of OG where viewers did not go for paramedic and did not survive,map_to_metric,Share of OG where viewers did not go for paramedic and did not survive,inserted,,перенесено,,KZ230,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!KZ230
b2c_spb,4,Поступления на счет,40 360,551 180,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ4,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ4
b2c_spb,7,билеты,,390 315,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ7,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ7
b2c_spb,8,билеты виджет (сайт),,265200,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ8,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ8
b2c_spb,9,билеты яндекс афиша,,56250,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ9,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ9
b2c_spb,10,билеты от остальных агрегаторов,,68865,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ10,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ10
b2c_spb,11,афиша.ру,,56265,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ11,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ11
b2c_spb,12,кассир,,12600,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ12,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ12
b2c_spb,13,тикетленд,,0,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ13,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ13
b2c_spb,14,билеты СД,,100 710,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ14,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ14
b2c_spb,15,билет сд виджет (сайт),,47520,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ15,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ15
b2c_spb,16,билеты сд яндекс афиша,,36450,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ16,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ16
b2c_spb,17,билеты сд от остальных агрегаторов,,16740,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ17,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ17
b2c_spb,18,афиша.ру,,16740,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ18,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ18
b2c_spb,19,кассир,,0,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ19,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ19
b2c_spb,20,тикетленд,,0,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ20,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ20
b2c_spb,21,Сертификаты,,36 995,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ21,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ21
b2c_spb,22,сертификаты электронные,,30240,Revenue,map_to_metric,Revenue,inserted,fallback_live_sheet,перенесено,,IQ22,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ22
b2c_spb,23,сертификаты бумажные,,6755,Revenue,map_to_metric,Revenue,inserted,,перенесено,,IQ23,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ23
b2c_spb,24,доля сертификатов в выручке,,"6,71 %",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ24,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ24
b2c_spb,25,Спецпоказы (продажи),,23 160,Revenue - Other,map_to_metric,Revenue - Other,inserted,,перенесено,,IQ25,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ25
b2c_spb,26,Другое юкасса\счет,,0,Revenue - Other,map_to_metric,Revenue - Other,inserted,,перенесено,,IQ26,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ26
b2c_spb,27,Сертификаты и билеты (бесплатные),,0,Number of free certificates and tickets,map_to_metric,Number of free certificates and tickets,inserted,fallback_live_sheet,перенесено,,IQ27,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ27
b2c_spb,28,Сумма возвратов,,6 000,Returns amount,map_to_metric,Returns amount,inserted,,перенесено,,IQ28,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ28
b2c_spb,31,% возвратов от выручки,,"1,09 %",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ31,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ31
b2c_spb,33,Количество заходов на сайт,,2 328,Website visits,map_to_metric,Website visits,inserted,,перенесено,,IQ33,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ33
b2c_spb,34,Количество билетов ,,115,Number of tickets,map_to_metric,Number of tickets,inserted,,перенесено,,IQ34,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ34
b2c_spb,35,Количество заказов,,60,Number of orders,map_to_metric,Number of orders,inserted,,перенесено,,IQ35,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ35
b2c_spb,36,"конверсия в заказ, %",,"2,58 %",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ36,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ36
b2c_spb,37,"конверсия в билет, %",,"4,94 %",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ37,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ37
b2c_spb,38,"Всего билетов (выкуплено через сайт, все агрегаторы, по ссылке)",,214,Number of tickets,map_to_metric,Number of tickets,inserted,,перенесено,,IQ38,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ38
b2c_spb,39,Проведено шоу всего (без СД),11,33,Number of shows,map_to_metric,Number of shows,inserted,,перенесено,,IQ39,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ39
b2c_spb,40,Отменено шоу (не СД),,11,Number of shows cancelled,map_to_metric,Number of shows cancelled,inserted,,перенесено,,IQ40,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ40
b2c_spb,41,"Кол-во, где не выкуплены билеты",,9,Number of cancelled non-SD shows - no tickets sold,map_to_metric,Number of cancelled non-SD shows - no tickets sold,inserted,fallback_live_sheet,перенесено,,IQ41,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ41
b2c_spb,42,Кол-во из-за дефицита актёров/ мастеров,,2,Number of cancelled non-SD shows - actor/master shortage,map_to_metric,Number of cancelled non-SD shows - actor/master shortage,inserted,fallback_live_sheet,перенесено,,IQ42,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ42
b2c_spb,43,Кол-во из-за спецпоказов,,0,Number of cancelled non-SD shows - special shows,map_to_metric,Number of cancelled non-SD shows - special shows,inserted,fallback_live_sheet,перенесено,,IQ43,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ43
b2c_spb,44,Проведено шоу СД,,3,Number of shows,map_to_metric,Number of shows,inserted,,перенесено,,IQ44,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ44
b2c_spb,45,Отменено СД,,0,Number of shows cancelled,map_to_metric,Number of shows cancelled,inserted,,перенесено,,IQ45,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ45
b2c_spb,46,"Кол-во, где не выкуплены билеты",,0,UPD: number_of_cancelled_sd_shows_no_tickets_sold,map_to_metric,Number of cancelled SD shows - no tickets sold,inserted,,перенесено,,IQ46,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ46
b2c_spb,47,Кол-во из-за спецпоказов,,0,UPD: number_of_cancelled_sd_shows_special_shows,map_to_metric,Number of cancelled SD shows - special shows,inserted,,перенесено,,IQ47,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ47
b2c_spb,48,Кол-во из-за дефицита актёров/ мастеров,,0,UPD: number_of_cancelled_sd_shows_actor_master_shortage,map_to_metric,Number of cancelled SD shows - actor/master shortage,inserted,,перенесено,,IQ48,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ48
b2c_spb,49,Зрители (без СД),36,147,Number of show visitors,map_to_metric,Number of show visitors,inserted,,перенесено,,IQ49,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ49
b2c_spb,50,Зрители СД,,31,Number of show visitors,map_to_metric,Number of show visitors,inserted,,перенесено,,IQ50,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ50
b2c_spb,52,Средняя загрузка шоу,"3,27","4,45",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ52,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ52
b2c_spb,53,Средняя загрузка СД,,"10,33",,exclude,,skipped,not_map_to_metric,не перенесено,not_map_to_metric,IQ53,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ53
b2c_spb,56,Кол-во новых на Яндекс-картах,,4,Number of new Yandex Maps reviews,map_to_metric,Number of new Yandex Maps reviews,inserted,fallback_live_sheet,перенесено,,IQ56,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ56
b2c_spb,57,Из них настоящих,,2,Number of genuine reviews,map_to_metric,Number of genuine reviews,inserted,fallback_live_sheet,перенесено,,IQ57,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ57
b2c_spb,58,Из них ненастоящих,,2,Number of non-genuine reviews,map_to_metric,Number of non-genuine reviews,inserted,fallback_live_sheet,перенесено,,IQ58,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ58
b2c_spb,59,Средняя оценка по отзывам за неделю (общая),,"5,0",Average review rating weekly overall,map_to_metric,Average review rating weekly overall,inserted,fallback_live_sheet,перенесено,,IQ59,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ59
b2c_spb,60,Средняя оценка по отзывам за неделю (по настоящим),,"5,0",Average review rating weekly genuine,map_to_metric,Average review rating weekly genuine,inserted,fallback_live_sheet,перенесено,,IQ60,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ60
b2c_spb,61,Процент негативных (от посетивших),,0 %,Share of negative reviews from visitors,map_to_metric,Share of negative reviews from visitors,inserted,fallback_live_sheet,перенесено,,IQ61,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ61
b2c_spb,64,Средняя общая,,"4,8",Average review rating overall,map_to_metric,Average review rating overall,inserted,fallback_live_sheet,перенесено,,IQ64,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ64
b2c_spb,114,Процент заполненных протоколов ПОСЛЕ спектакля,,67 %,UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,IQ114,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ114
b2c_spb,115,Всего заполненных ОГ,,10,Number of completed OG protocols,map_to_metric,Number of completed OG protocols,inserted,fallback_live_sheet,перенесено,,IQ115,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ115
b2c_spb,116,Процент от общего количества ОГ,,59 %,UPD: Defer_to_calculated,defer_to_calculated,,skipped,not_map_to_metric,не переносим в fact layer,explicitly_deferred_to_calculated,IQ116,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ116
b2c_spb,118,Процент ОГ с убийствами,,20 %,Share of OG with murders,map_to_metric,Share of OG with murders,inserted,fallback_live_sheet,перенесено,,IQ118,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ118
b2c_spb,119,Процент ОГ с убийствами больше 1,,10 %,Share of OG with more than one murder,map_to_metric,Share of OG with more than one murder,inserted,fallback_live_sheet,перенесено,,IQ119,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ119
b2c_spb,120,Процент ОГ с 1 убийством,,10 %,Share of OG with one murder,map_to_metric,Share of OG with one murder,inserted,fallback_live_sheet,перенесено,,IQ120,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ120
b2c_spb,121,Количество погибших всего на ОГ,,9,Number of deaths on OG,map_to_metric,Number of deaths on OG,inserted,fallback_live_sheet,перенесено,,IQ121,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ121
b2c_spb,122,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",,11 %,Share killed of total viewers passed through master on OG,map_to_metric,Share killed of total viewers passed through master on OG,inserted,fallback_live_sheet,перенесено,,IQ122,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ122
b2c_spb,123,"Процент ОГ, где зрители вышли за фельдшером/ выжили",,90 %,Share of OG where viewers went for paramedic and survived,map_to_metric,Share of OG where viewers went for paramedic and survived,inserted,fallback_live_sheet,перенесено,,IQ123,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ123
b2c_spb,124,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",,10 %,Share of OG where viewers did not go for paramedic and did not survive,map_to_metric,Share of OG where viewers did not go for paramedic and did not survive,inserted,fallback_live_sheet,перенесено,,IQ124,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IQ124
