sheet_unit,period_start,period_end,row_number,col_a,col_b,ingestion_action,target_metric_or_metrics,source_system_override,status,reason,business_unit,show_name,partner_name,channel_name,source_cell_a1,source_cell_url,value_numeric
b2c_moscow,2026-05-18,2026-05-24,113,ОЦЕНКИ НА ПЛАНШЕТЕ,До свадьбы доживет,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,114,ОЦЕНКИ НА ПЛАНШЕТЕ,Загадка амулета,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,115,ОЦЕНКИ НА ПЛАНШЕТЕ,ВДОХ,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,116,ОЦЕНКИ НА ПЛАНШЕТЕ,Иное Место,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,117,ОЦЕНКИ НА ПЛАНШЕТЕ,Судный день,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,118,Откуда пришли,Откуда пришли,map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_moscow,,,,LD118,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_moscow!LD118,4.85
b2c_moscow,2026-05-18,2026-05-24,119,Откуда пришли,От друзей,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,120,Откуда пришли,Наш сайт,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,121,Откуда пришли,Яндекс Афиша,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,122,Откуда пришли,"Карты Яндекс, Google, 2ГИС",map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_moscow,,,,LD122,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_moscow!LD122,7.10
b2c_moscow,2026-05-18,2026-05-24,123,Откуда пришли,Уже был,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,124,Откуда пришли,Подарили сертификат,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,125,Откуда пришли,Другое,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,126,Откуда пришли,Афиша.ру (Т-банк),defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,127,Откуда пришли,Google поиск,defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,128,Откуда пришли,Яндекс поиск,map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_moscow,,,,LD128,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_moscow!LD128,11.9
b2c_moscow,2026-05-18,2026-05-24,129,Откуда пришли,Яндекс реклама (РЕКЛАМА В ИНЕТЕ),defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,130,Откуда пришли,Instagram (СОЦ СЕТИ),defer_to_calculated,Number of source-attribution responses,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,131,Откуда пришли,Kuda Moscow,map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_moscow,,,,LD131,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_moscow!LD131,7.1
b2c_moscow,2026-05-18,2026-05-24,132,Откуда пришли,Kuda go,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,133,Откуда пришли,Иммерсивный.ру,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,134,Откуда пришли,ВК,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,135,Откуда пришли,Сервис Best Benefits,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,136,Откуда пришли,Тикетленд,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,137,Откуда пришли,Primezone,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,138,ОКК,ОКК,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,139,ОКК,Кол-во отсмотренных спектаклей,map_to_metric,Number of reviewed shows,,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,140,ОКК,Процент без нарушений от отсмотренных,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,141,ОКК,Количество предупреждений,map_to_metric,Number of warnings,,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,142,ОКК,Количество штрафов,map_to_metric,Number of fines,,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,143,ОКК,Количество отстранений от спектакля,map_to_metric,Number of show removals,,skipped,missing_staging_row,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,144,ПРОТОКОЛ-БОТ,ПРОТОКОЛ-БОТ,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,145,ПРОТОКОЛ-БОТ,Процент заполненных протоколов ДО спектакля,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,146,ПРОТОКОЛ-БОТ,Процент заполненных протоколов ПОСЛЕ спектакля,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,147,ПРОТОКОЛ-БОТ,,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,148,ПРОТОКОЛ-БОТ,Всего заполненных ОГ,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,149,ПРОТОКОЛ-БОТ,Процент от общего количества ОГ,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,150,ПРОТОКОЛ-БОТ,Из них,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,151,ПРОТОКОЛ-БОТ,ГАМАЗ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,152,ПРОТОКОЛ-БОТ,НИКОЛА,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,153,ПРОТОКОЛ-БОТ,МАКС,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,154,ПРОТОКОЛ-БОТ,ГЛЕБ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,155,ПРОТОКОЛ-БОТ,КСЕНИЯ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,156,ПРОТОКОЛ-БОТ,АНДРЕЙ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,157,ПРОТОКОЛ-БОТ,АЛЕКС,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,158,ПРОТОКОЛ-БОТ,ТЁМА,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,159,ПРОТОКОЛ-БОТ,ВАСИЛИЙ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,160,ПРОТОКОЛ-БОТ,ИВАН,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,161,ПРОТОКОЛ-БОТ,СЕРЖ,exclude,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,162,Процент ОГ с убийствами,Процент ОГ с убийствами,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,163,Процент ОГ с убийствами,ГАМАЗ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,164,Процент ОГ с убийствами,НИКОЛА,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,165,Процент ОГ с убийствами,МАКС,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,166,Процент ОГ с убийствами,ГЛЕБ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,167,Процент ОГ с убийствами,КСЕНИЯ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,168,Процент ОГ с убийствами,АНДРЕЙ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,169,Процент ОГ с убийствами,АЛЕКС,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,170,Процент ОГ с убийствами,ТЁМА,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,171,Процент ОГ с убийствами,ВАСИЛИЙ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,172,Процент ОГ с убийствами,ИВАН,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,173,Процент ОГ с убийствами,СЕРЖ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,174,Процент ОГ с убийствами больше 1,Процент ОГ с убийствами больше 1,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,175,Процент ОГ с 1 убийством,Процент ОГ с 1 убийством,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,176,Количество погибших всего на ОГ,Количество погибших всего на ОГ,map_to_metric,Number of deaths on OG,,inserted,,b2c_moscow,,,,LD176,https://docs.google.com/spreadsheets/d/1gHuxPxZntVLAxhxY9yFuBRhvozm45r2LcnvId83CY-s/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_moscow!LD176,0
b2c_moscow,2026-05-18,2026-05-24,177,Количество погибших всего на ОГ,ГАМАЗ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,178,Количество погибших всего на ОГ,НИКОЛА,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,179,Количество погибших всего на ОГ,МАКС,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,180,Количество погибших всего на ОГ,ГЛЕБ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,181,Количество погибших всего на ОГ,КСЕНИЯ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,182,Количество погибших всего на ОГ,АНДРЕЙ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,183,Количество погибших всего на ОГ,АЛЕКС,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,184,Количество погибших всего на ОГ,ТЁМА,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,185,Количество погибших всего на ОГ,ВАСИЛИЙ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,186,Количество погибших всего на ОГ,ИВАН,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,187,Количество погибших всего на ОГ,СЕРЖ,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,188,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог","Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,189,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Глеб,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,190,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Гамаз,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,191,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Тёма,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,192,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Макс,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,193,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Андрей,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,194,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Василий,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,195,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Ксения,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,196,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Иван,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,197,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Никола,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,198,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Сергей,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,199,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Алекс,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,200,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Антон,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,201,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Александра,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,202,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Вильдан,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,203,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",Вася Б,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,204,Процент ОГ со смертями на фельдшера (по таблице ОКК),Процент ОГ со смертями на фельдшера (по таблице ОКК),defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,205,Процент ОГ со смертями на фельдшера (по таблице ОКК),Серж,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,206,Процент ОГ со смертями на фельдшера (по таблице ОКК),Ксюша,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,207,Процент ОГ со смертями на фельдшера (по таблице ОКК),Никола,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,208,Процент ОГ со смертями на фельдшера (по таблице ОКК),Алекс,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,209,Процент ОГ со смертями на фельдшера (по таблице ОКК),Вася Б,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,210,Процент ОГ со смертями на фельдшера (по таблице ОКК),Ваня,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,211,Процент ОГ со смертями на фельдшера (по таблице ОКК),Дима Лещук,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,212,Процент ОГ со смертями на фельдшера (по таблице ОКК),Сёма,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,213,Процент ОГ со смертями на фельдшера (по таблице ОКК),Женя,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,214,Процент ОГ со смертями на фельдшера (по таблице ОКК),Антон,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,215,Процент ОГ со смертями на фельдшера (по таблице ОКК),Илья,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,216,Процент ОГ со смертями на фельдшера (по таблице ОКК),Андрей М,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,217,Процент ОГ со смертями на фельдшера (по таблице ОКК),Алина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,218,Процент ОГ со смертями на фельдшера (по таблице ОКК),Альбина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,219,Процент ОГ со смертями на фельдшера (по таблице ОКК),Андрей,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,220,Процент ОГ со смертями на фельдшера (по таблице ОКК),Артём,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,221,Процент ОГ со смертями на фельдшера (по таблице ОКК),Вася,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,222,Процент ОГ со смертями на фельдшера (по таблице ОКК),Вильдан,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,223,Процент ОГ со смертями на фельдшера (по таблице ОКК),Гамаз,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,224,Процент ОГ со смертями на фельдшера (по таблице ОКК),Жора,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,225,Процент ОГ со смертями на фельдшера (по таблице ОКК),Глеб,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,226,Процент ОГ со смертями на фельдшера (по таблице ОКК),Олег,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,227,Процент ОГ со смертями на фельдшера (по таблице ОКК),Полина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,228,Процент ОГ со смертями на фельдшера (по таблице ОКК),Тёма,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,229,"Процент ОГ, где зрители вышли за фельдшером/ выжили","Процент ОГ, где зрители вышли за фельдшером/ выжили",defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,230,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили","Процент ОГ, где зрители не вышли за фельдшером/ не выжили",defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,231,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Серж,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,232,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Ксюша,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,233,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Никола,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,234,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Алекс,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,235,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Вася Б,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,236,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Ваня,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,237,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Дима Лещук,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,238,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Сёма,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,239,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Женя,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,240,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Антон,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,241,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Илья,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,242,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Андрей М,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,243,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Алина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,244,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Альбина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,245,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Андрей,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,246,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Артём,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,247,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Вася,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,248,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Вильдан,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,249,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Гамаз,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,250,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Жора,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,251,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Глеб,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,252,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Олег,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,253,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Полина,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_moscow,2026-05-18,2026-05-24,254,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",Тёма,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,1,Дата,01.06.2020,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,2,Диапазон,1-7/6,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,3,,,,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,4,Поступления на счет,40 360,map_to_metric,Revenue,,inserted,,b2c_spb,,,,IU4,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU4,533325
b2c_spb,2026-05-18,2026-05-24,5,Из них агрегаторы (вычет комиссии),,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,6,Из них агрегаторы (вычет комиссии)ДТЗК,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,7,билеты,,map_to_metric,Number of tickets,,inserted,,b2c_spb,,,,IU7,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU7,392360
b2c_spb,2026-05-18,2026-05-24,8,билеты виджет (сайт),,map_to_metric,Number of tickets,,inserted,,b2c_spb,,,,IU8,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU8,263040
b2c_spb,2026-05-18,2026-05-24,9,билеты яндекс афиша,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,яндекс.афиша,,IU9,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU9,19800
b2c_spb,2026-05-18,2026-05-24,10,билеты от остальных агрегаторов,,map_to_metric,Number of tickets,,inserted,,b2c_spb,,others,,IU10,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU10,109520
b2c_spb,2026-05-18,2026-05-24,11,афиша.ру,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,афиша.ру,,IU11,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU11,80445
b2c_spb,2026-05-18,2026-05-24,12,кассир,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,кассир,,IU12,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU12,26100
